STUDENT_ID,GENDER,PLACEMENT,HONOR_OPTED_OR_NOT,EDUCATION_TYPE,ACADEMIC_PROGRAM,COURSE 1 MARKS,COURSE 2 MARKS,COURSE 3 MARKS,COURSE 4 MARKS,COURSE 5 MARKS,PERCENTILE,OVEARLL_GRADE
SB11201320559759,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,74,56,3,51,26,35,FIRST CLASS
SB11201320559763,F,Yes,No,ACADEMIC,CHEMICAL ENGINEERING,65,55,37,45,98,70,SECOND CLASS
SB11201320559841,F,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,83,43,57,77,67,73,THIRD CLASS
SB11201320559938,M,Yes,No,ACADEMIC,CHEMICAL ENGINEERING,11,68,82,71,57,61,SECOND CLASS
SB11201320560148,F,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,92,82,45,82,96,89,SECOND CLASS
SB11201320560594,F,Yes,Yes,ACADEMIC,CATASTRAL ENGINEERING AND GEODESY,94,92,88,92,94,97,FIRST CLASS
SB11201320560608,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,78,62,71,61,56,71,THIRD CLASS
SB11201320561135,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,67,51,83,53,29,63,FIRST CLASS
SB11201320561183,F,No,No,ACADEMIC,CIVIL ENGINEERING,49,33,7,24,78,32,FIRST CLASS
SB11201320561229,M,Yes,No,TECHNICAL,ELECTRONIC ENGINEERING,100,77,85,84,42,91,FIRST CLASS
SB11201320561366,F,Yes,Yes,ACADEMIC,CATASTRAL ENGINEERING AND GEODESY,97,90,93,81,91,96,FIRST CLASS
SB11201320561370,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,97,63,15,57,9,50,FIRST CLASS
SB11201320561783,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,87,86,87,90,37,88,THIRD CLASS
SB11201320561931,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,91,76,54,41,64,73,FIRST CLASS
SB11201320562072,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,70,41,11,72,89,59,FIRST CLASS
SB11201320562269,F,Yes,No,ACADEMIC,CHEMICAL ENGINEERING,98,100,88,93,33,96,THIRD CLASS
SB11201320562413,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,56,36,56,93,32,64,FIRST CLASS
SB11201320562561,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,62,69,48,31,34,52,FIRST CLASS
SB11201320562679,F,No,No,ACADEMIC,CIVIL ENGINEERING,84,44,26,74,62,62,FIRST CLASS
SB11201320562695,F,No,No,ACADEMIC,CIVIL ENGINEERING,84,78,72,70,98,89,FIRST CLASS
SB11201320562763,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,42,4,3,32,37,10,FIRST CLASS
SB11201320563252,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,96,99,37,78,39,84,FIRST CLASS
SB11201320563511,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,10,17,17,7,7,5,FIRST CLASS
SB11201320563579,F,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,99,86,77,74,86,93,FIRST CLASS
SB11201320564091,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,36,47,30,28,7,22,FIRST CLASS
SB11201320564359,M,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,49,30,18,18,66,31,FIRST CLASS
SB11201320564660,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,78,14,67,75,73,67,THIRD CLASS
SB11201320564662,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,60,20,68,75,44,57,THIRD CLASS
SB11201320564663,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,33,4,32,74,43,30,FIRST CLASS
SB11201320564724,F,Yes,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,91,60,75,72,18,73,FIRST CLASS
SB11201320564813,M,No,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,62,1,64,89,66,53,FIRST CLASS
SB11201320565446,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,41,14,17,49,23,22,FIRST CLASS
SB11201320565945,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,92,89,89,86,50,90,FIRST CLASS
SB11201320566073,M,Yes,No,ACADEMIC,CIVIL ENGINEERING,67,13,34,50,3,23,FIRST CLASS
SB11201320566370,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,10,45,55,12,76,35,FIRST CLASS
SB11201320566675,M,Yes,Yes,TECHNICAL/ACADEMIC,AERONAUTICAL ENGINEERING,68,94,66,62,12,68,FIRST CLASS
SB11201320566727,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,71,52,48,82,79,75,FIRST CLASS
SB11201320566770,M,Yes,No,TECHNICAL/ACADEMIC,CATASTRAL ENGINEERING AND GEODESY,94,93,98,89,0,67,FIRST CLASS
SB11201320567126,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,59,70,56,71,93,78,DISTINCTION
SB11201320567229,M,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,94,59,57,43,10,57,FIRST CLASS
SB11201320567380,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,91,91,44,78,54,81,FIRST CLASS
SB11201320567432,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,64,71,11,2,66,34,FIRST CLASS
SB11201320567760,M,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,92,78,1,76,6,44,DISTINCTION
SB11201320567909,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,88,10,19,33,52,35,THIRD CLASS
SB11201320567926,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,97,80,94,94,24,92,FIRST CLASS
SB11201320568284,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,98,44,80,31,67,76,FIRST CLASS
SB11201320568333,M,Yes,No,ACADEMIC,MECHANICAL ENGINEERING,100,98,45,89,58,94,FIRST CLASS
SB11201320568460,F,Yes,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,42,44,60,49,15,41,FIRST CLASS
SB11201320568486,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,30,1,12,54,72,16,FIRST CLASS
SB11201320568493,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,100,77,93,23,61,85,FIRST CLASS
SB11201320568868,M,Yes,No,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,96,96,100,89,95,99,THIRD CLASS
SB11201320568921,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,29,32,32,76,5,28,FIRST CLASS
SB11201320569303,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,83,93,92,62,84,91,SECOND CLASS
SB11201320569381,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,97,100,99,95,0,80,FIRST CLASS
SB11201320569829,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,78,62,46,74,57,69,FIRST CLASS
SB11201320569886,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,54,39,50,12,77,47,FIRST CLASS
SB11201320569910,M,Yes,No,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,42,72,59,50,63,61,FIRST CLASS
SB11201320569917,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,81,85,92,52,43,80,DISTINCTION
SB11201320570076,F,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,72,84,88,77,49,82,THIRD CLASS
SB11201320570217,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,95,77,72,94,83,92,SECOND CLASS
SB11201320570461,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,93,66,58,77,64,80,FIRST CLASS
SB11201320570797,M,No,No,TECHNICAL,ELECTRONIC ENGINEERING,76,68,63,90,78,84,DISTINCTION
SB11201320570908,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,96,59,8,10,1,23,FIRST CLASS
SB11201320571622,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,60,68,24,60,43,51,SECOND CLASS
SB11201320571815,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,99,77,88,96,91,97,FIRST CLASS
SB11201320571919,F,Yes,No,ACADEMIC,ELECTRONIC ENGINEERING,89,95,90,91,14,89,FIRST CLASS
SB11201320572062,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,97,94,75,91,11,88,FIRST CLASS
SB11201320572068,F,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,54,19,45,45,91,54,FIRST CLASS
SB11201320572143,F,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,61,58,65,87,81,79,THIRD CLASS
SB11201320572592,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,98,78,60,79,62,85,FIRST CLASS
SB11201320572731,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,37,50,33,41,81,49,DISTINCTION
SB11201320572801,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,93,16,50,87,68,73,THIRD CLASS
SB11201320572898,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,95,99,72,91,91,97,FIRST CLASS
SB11201320572986,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,48,1,30,53,10,13,DISTINCTION
SB11201320573591,M,No,No,TECHNICAL,ELECTRONIC ENGINEERING,98,91,81,84,54,91,FIRST CLASS
SB11201320574299,M,Yes,No,ACADEMIC,ELECTRONIC ENGINEERING,86,6,41,79,47,52,FIRST CLASS
SB11201320574340,F,Yes,No,TECHNICAL,INDUSTRIAL ENGINEERING,73,77,55,64,15,62,FIRST CLASS
SB11201320574477,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,56,42,34,20,74,45,FIRST CLASS
SB11201320574530,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,81,36,74,80,68,76,FIRST CLASS
SB11201320575083,M,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,41,17,12,36,29,19,FIRST CLASS
SB11201320575157,M,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,19,7,18,38,71,20,DISTINCTION
SB11201320575421,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,47,30,36,31,64,39,FIRST CLASS
SB11201320575916,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,79,71,14,58,74,62,FIRST CLASS
SB11201320575995,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,84,57,49,30,14,49,FIRST CLASS
SB11201320575999,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,77,11,30,22,80,42,FIRST CLASS
SB11201320576032,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,21,68,66,77,28,57,FIRST CLASS
SB11201320576034,M,Yes,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,98,75,94,94,80,96,THIRD CLASS
SB11201320576175,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,64,50,19,22,7,25,FIRST CLASS
SB11201320576194,F,Yes,No,TECHNICAL/ACADEMIC,CHEMICAL ENGINEERING,-1,78,58,57,97,85,FIRST CLASS
SB11201320576207,F,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,85,67,72,78,74,83,FIRST CLASS
SB11201320576258,M,No,No,TECHNICAL/ACADEMIC,ELECTRIC ENGINEERING,100,99,98,94,85,100,THIRD CLASS
SB11201320576268,M,Yes,Yes,TECHNICAL/ACADEMIC,CHEMICAL ENGINEERING,82,78,95,86,5,80,FIRST CLASS
SB11201320576283,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,93,96,8,97,88,89,THIRD CLASS
SB11201320576308,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,9,14,29,63,28,20,FIRST CLASS
SB11201320576315,F,No,No,TECHNICAL/ACADEMIC,CHEMICAL ENGINEERING,90,49,88,60,68,79,FIRST CLASS
SB11201320576336,M,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,90,71,55,60,43,71,FIRST CLASS
SB11201320576338,M,No,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,97,67,3,82,73,71,FIRST CLASS
SB11201320576377,M,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,80,23,29,72,40,50,FIRST CLASS
SB11201320576434,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,19,10,9,45,49,15,FIRST CLASS
SB11201320576476,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,94,89,97,92,100,99,THIRD CLASS
SB11201320576934,M,Yes,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,95,73,57,88,25,80,FIRST CLASS
SB11201320577083,F,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,74,55,59,34,3,41,DISTINCTION
SB11201320577354,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,80,69,40,17,56,55,FIRST CLASS
SB11201320577825,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,91,61,56,69,5,60,FIRST CLASS
SB11201320577914,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,69,92,85,98,81,94,SECOND CLASS
SB11201320577916,F,Yes,Yes,ACADEMIC,PRODUCTION ENGINEERING,74,63,24,84,67,69,THIRD CLASS
SB11201320578187,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,92,14,2,14,21,19,DISTINCTION
SB11201320578210,M,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,96,75,88,85,36,88,FIRST CLASS
SB11201320578425,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,83,19,63,92,4,57,THIRD CLASS
SB11201320578539,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,93,72,79,75,61,84,FIRST CLASS
SB11201320578544,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,21,30,44,41,19,26,FIRST CLASS
SB11201320579143,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,95,95,98,5,70,87,DISTINCTION
SB11201320580469,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,31,25,5,13,53,14,DISTINCTION
SB11201320580773,F,No,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,34,5,8,10,95,21,DISTINCTION
SB11201320581104,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,44,74,73,59,99,82,FIRST CLASS
SB11201320581373,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,96,83,96,96,98,99,THIRD CLASS
SB11201320581853,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,95,81,85,80,27,85,FIRST CLASS
SB11201320581867,M,Yes,No,ACADEMIC,CHEMICAL ENGINEERING,99,90,88,65,56,90,FIRST CLASS
SB11201320581873,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,99,100,99,98,44,99,THIRD CLASS
SB11201320582030,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,57,10,13,48,5,14,FIRST CLASS
SB11201320582089,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,80,42,84,56,45,67,FIRST CLASS
SB11201320582498,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,81,47,59,89,83,81,FIRST CLASS
SB11201320582641,M,No,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,98,51,44,85,89,85,DISTINCTION
SB11201320582834,M,No,No,ACADEMIC,ELECTRONIC ENGINEERING,54,38,13,36,91,46,DISTINCTION
SB11201320583432,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,81,49,72,82,51,75,FIRST CLASS
SB11201320583531,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,16,5,7,10,86,13,FIRST CLASS
SB11201320583801,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,96,52,52,80,85,83,FIRST CLASS
SB11201320584377,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,66,49,57,81,98,81,FIRST CLASS
SB11201320585690,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,83,31,58,61,23,55,FIRST CLASS
SB11201320585798,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,82,32,22,46,61,48,DISTINCTION
SB11201320586375,F,No,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,47,43,74,37,0,10,FIRST CLASS
SB11201320588085,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,66,97,72,99,69,92,THIRD CLASS
SB11201320588110,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,42,5,10,64,23,17,FIRST CLASS
SB11201320590949,F,No,No,ACADEMIC,CHEMICAL ENGINEERING,43,71,86,81,31,73,SECOND CLASS
SB11201320591000,F,No,No,ACADEMIC,CIVIL ENGINEERING,79,86,93,89,72,92,THIRD CLASS
SB11201320591005,F,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,41,68,41,76,98,77,SECOND CLASS
SB11201320591131,F,No,No,ACADEMIC,CHEMICAL ENGINEERING,76,78,67,88,72,85,THIRD CLASS
SB11201410000098,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,86,80,94,80,71,90,THIRD CLASS
SB11201410000244,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,97,3,25,100,80,75,THIRD CLASS
SB11201410000271,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,58,15,49,83,43,52,THIRD CLASS
SB11201410000273,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,88,97,80,98,28,92,THIRD CLASS
SB11201410000518,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,84,80,63,81,95,89,FIRST CLASS
SB11201410000723,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,75,78,68,99,23,83,FIRST CLASS
SB11201410001191,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,59,83,59,80,67,78,FIRST CLASS
SB11201410001193,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,95,72,78,84,19,81,SECOND CLASS
SB11201410001282,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,93,2,29,97,22,54,THIRD CLASS
SB11201410001413,F,Yes,Yes,TECHNICAL,CIVIL ENGINEERING,73,64,81,68,84,81,FIRST CLASS
SB11201410001441,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,97,90,58,97,28,89,THIRD CLASS
SB11201410001779,M,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,97,82,96,87,72,95,THIRD CLASS
SB11201410001792,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,84,80,97,93,92,96,THIRD CLASS
SB11201410001901,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,86,74,5,86,68,68,THIRD CLASS
SB11201410002041,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,50,57,74,96,3,63,THIRD CLASS
SB11201410002053,F,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,74,70,79,95,87,90,THIRD CLASS
SB11201410002062,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,90,92,26,96,73,87,THIRD CLASS
SB11201410002085,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,88,97,84,88,74,94,THIRD CLASS
SB11201410002216,M,Yes,Yes,TECHNICAL/ACADEMIC,CHEMICAL ENGINEERING,100,99,95,100,81,100,THIRD CLASS
SB11201410002229,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,98,82,84,99,92,98,THIRD CLASS
SB11201410002254,M,Yes,Yes,TECHNICAL/ACADEMIC,CHEMICAL ENGINEERING,100,84,47,94,72,92,THIRD CLASS
SB11201410002268,M,Yes,No,ACADEMIC,CIVIL ENGINEERING,100,88,87,99,79,98,THIRD CLASS
SB11201410002297,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,100,95,96,99,71,99,THIRD CLASS
SB11201410002302,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,99,99,99,100,83,100,THIRD CLASS
SB11201410002449,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,94,77,92,96,92,97,THIRD CLASS
SB11201410002452,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,88,46,20,93,29,66,THIRD CLASS
SB11201410002458,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,62,85,84,83,77,87,FIRST CLASS
SB11201410002478,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,98,99,97,100,88,100,THIRD CLASS
SB11201410002605,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,81,70,54,97,87,88,THIRD CLASS
SB11201410002717,F,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,100,93,90,100,30,100,THIRD CLASS
SB11201410002720,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,95,39,90,91,74,89,THIRD CLASS
SB11201410002721,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,100,93,98,100,98,100,THIRD CLASS
SB11201410002722,F,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,76,62,68,99,98,92,THIRD CLASS
SB11201410002723,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,100,92,99,98,89,100,THIRD CLASS
SB11201410002729,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,94,79,80,98,89,95,THIRD CLASS
SB11201410002735,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,90,76,97,98,88,97,THIRD CLASS
SB11201410002740,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,98,91,73,100,32,93,THIRD CLASS
SB11201410002761,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,96,58,68,98,31,85,THIRD CLASS
SB11201410002815,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,80,57,33,99,81,83,THIRD CLASS
SB11201410002822,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,100,94,89,97,98,100,THIRD CLASS
SB11201410002848,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,99,88,55,100,82,96,THIRD CLASS
SB11201410002850,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,100,100,90,100,94,100,THIRD CLASS
SB11201410002874,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,100,100,100,100,99,100,THIRD CLASS
SB11201410002876,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,98,93,99,99,98,100,THIRD CLASS
SB11201410002903,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,98,94,99,100,100,100,THIRD CLASS
SB11201410002908,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,99,100,99,100,95,100,THIRD CLASS
SB11201410002923,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,98,51,75,100,71,93,THIRD CLASS
SB11201410002925,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,100,90,99,100,99,100,THIRD CLASS
SB11201410002951,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,92,97,99,98,100,100,THIRD CLASS
SB11201410002970,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,98,97,89,94,96,99,THIRD CLASS
SB11201410003082,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,98,88,60,81,65,89,DISTINCTION
SB11201410003237,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,95,96,92,96,96,99,THIRD CLASS
SB11201410003256,F,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,97,86,53,92,97,95,THIRD CLASS
SB11201410003272,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,92,99,99,99,62,98,THIRD CLASS
SB11201410003287,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,95,80,95,91,93,97,THIRD CLASS
SB11201410003293,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,92,88,75,100,61,94,THIRD CLASS
SB11201410003294,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,70,100,87,100,51,96,FIRST CLASS
SB11201410003593,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,96,96,99,99,93,100,THIRD CLASS
SB11201410004160,M,Yes,No,ACADEMIC,MECHANICAL ENGINEERING,99,98,89,99,85,99,THIRD CLASS
SB11201410004184,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,100,68,3,93,37,73,THIRD CLASS
SB11201410004201,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,91,91,79,94,82,95,THIRD CLASS
SB11201410005049,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,78,88,72,87,100,96,FIRST CLASS
SB11201410005052,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,71,42,89,93,62,83,FIRST CLASS
SB11201410005054,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,78,58,98,98,39,90,FIRST CLASS
SB11201410005059,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,96,95,96,94,90,98,FIRST CLASS
SB11201410005062,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,98,57,54,96,100,99,FIRST CLASS
SB11201410005066,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,83,87,80,93,74,91,THIRD CLASS
SB11201410005491,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,99,94,100,96,46,98,FIRST CLASS
SB11201410005509,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,92,97,92,93,75,97,FIRST CLASS
SB11201410005522,F,No,No,ACADEMIC,CIVIL ENGINEERING,98,85,80,93,23,90,FIRST CLASS
SB11201410006715,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,98,87,84,100,85,98,THIRD CLASS
SB11201410006722,F,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,100,99,98,96,97,100,THIRD CLASS
SB11201410006731,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,72,73,54,90,40,76,THIRD CLASS
SB11201410006897,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,95,80,79,98,80,95,THIRD CLASS
SB11201410006902,F,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,100,99,99,99,97,100,THIRD CLASS
SB11201410007150,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,86,66,32,97,83,84,THIRD CLASS
SB11201410007174,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,94,92,100,100,28,97,THIRD CLASS
SB11201410007189,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,99,95,98,96,82,99,THIRD CLASS
SB11201410007224,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,100,94,99,100,99,100,FIRST CLASS
SB11201410007396,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,89,78,96,89,68,93,SECOND CLASS
